consecutive_number,county,type_of_intersection,light_condition,atmospheric_conditions_1,hour_of_crash,functional_system,related_factors,delay_to_hospital,delay_to_scene,age,person_type,seating_position,restraint,survived,rollover,airbag,alcohol,drugs,related_factors_person_level1,travel_speed,speeding_related,extent_of_damage,body_type,vehicle_removal,manner_of_collision,roadway_surface_condition,first_harmful_event,most_harmful_event
360388,15,T-Intersection,3,1,1,7,0,,,18,1,11,0.5,0,0,0,0,0,0,999,0,Not Reported,14,Towed Due to Disabling Damage,0,1,8,8
120147,19,T-Intersection,3,1,6,7,0,,,58,1,11,1.0,0,0,0,0,0,0,30,0,Functional Damage,4,Towed Not Due to Disabling Damage,0,1,8,8
120147,19,T-Intersection,3,1,6,7,0,,,14,5,0,0.5,1,0,0,0,0,0,30,0,Functional Damage,4,Towed Not Due to Disabling Damage,0,1,8,8
480120,455,Not an Intersection,2,1,19,7,0,,,68,5,0,0.5,1,0,0,0,0,0,998,0,Not Reported,61,Not Towed,0,0,8,8
260093,117,Not an Intersection,2,1,18,7,22,,,32,1,11,1.0,0,0,0,0,0,0,998,0,Functional Damage,6,Towed Not Due to Disabling Damage,0,1,9,9
260093,117,Not an Intersection,2,1,18,7,22,,,31,2,13,1.0,0,0,0,0,0,0,998,0,Functional Damage,6,Towed Not Due to Disabling Damage,0,1,9,9
260093,117,Not an Intersection,2,1,18,7,22,,,1,2,21,0.5,0,0,0,0,0,0,998,0,Functional Damage,6,Towed Not Due to Disabling Damage,0,1,9,9
260093,117,Not an Intersection,2,1,18,7,22,,,6,2,23,1.0,0,0,0,0,0,0,998,0,Functional Damage,6,Towed Not Due to Disabling Damage,0,1,9,9
260093,117,Not an Intersection,2,1,18,7,22,,,37,6,0,0.5,1,0,0,0,0,0,998,0,Functional Damage,6,Towed Not Due to Disabling Damage,0,1,9,9
530281,49,Not an Intersection,1,1,16,7,0,,,60,6,0,0.5,1,0,0,0,0,0,998,0,Not Reported,48,Not Towed,0,1,9,9
530281,49,Not an Intersection,1,1,16,7,0,,,59,1,11,1.0,0,0,0,0,0,0,998,0,Not Reported,48,Not Towed,0,1,9,9
180743,91,Not an Intersection,2,1,18,7,0,,,59,1,11,1.0,0,0,0,0,0,0,998,0,Minor Damage,31,Not Towed,0,0,8,8
180743,91,Not an Intersection,2,1,18,7,0,,,44,5,0,0.5,1,0,0,1,1,0,998,0,Minor Damage,31,Not Towed,0,0,8,8
120849,21,Not an Intersection,5,1,19,7,0,,,25,1,11,1.0,0,0,0,0,0,0,45,0,Disabling Damage,4,Towed Due to Disabling Damage,0,1,9,9
120849,21,Not an Intersection,5,1,19,7,0,,,24,2,13,1.0,0,0,0,0,0,0,45,0,Disabling Damage,4,Towed Due to Disabling Damage,0,1,9,9
120849,21,Not an Intersection,5,1,19,7,0,,,38,6,0,0.5,1,0,0,0,0,0,45,0,Disabling Damage,4,Towed Due to Disabling Damage,0,1,9,9
122084,97,Not an Intersection,2,1,19,7,0,,,999,1,11,0.5,0,0,0,0,0,0,45,0,Unknown,99,Not Towed,0,1,8,8
122084,97,Not an Intersection,2,1,19,7,0,,,42,5,0,0.5,1,0,0,0,0,0,45,0,Unknown,99,Not Towed,0,1,8,8
360967,57,Four-Way Intersection,3,1,17,7,0,2,,66,1,11,1.0,0,0,0,0,0,0,30,0,Not Reported,31,Not Towed,0,1,8,8
360967,57,Four-Way Intersection,3,1,17,7,0,2,,87,5,0,0.5,1,0,0,0,0,0,30,0,Not Reported,31,Not Towed,0,1,8,8
120931,57,T-Intersection,3,1,23,7,0,,,57,1,11,1.0,0,0,0,0,0,0,35,0,Disabling Damage,4,Towed Due to Disabling Damage,0,1,8,8
120931,57,T-Intersection,3,1,23,7,0,,,58,5,0,0.5,1,0,0,0,0,0,35,0,Disabling Damage,4,Towed Due to Disabling Damage,0,1,8,8
120246,71,Four-Way Intersection,2,1,21,7,0,,,51,1,11,1.0,0,0,0,0,0,0,41,0,Disabling Damage,4,Towed Due to Disabling Damage,0,1,8,8
120246,71,Four-Way Intersection,2,1,21,7,0,,,23,5,0,0.5,1,0,0,0,0,0,41,0,Disabling Damage,4,Towed Due to Disabling Damage,0,1,8,8
122567,101,T-Intersection,1,1,17,7,0,,,34,1,11,1.0,0,0,0,0,0,0,45,0,Functional Damage,4,Not Towed,0,1,9,9
122567,101,T-Intersection,1,1,17,7,0,,,69,6,0,0.5,1,0,0,0,0,0,45,0,Functional Damage,4,Not Towed,0,1,9,9
120493,17,T-Intersection,1,1,9,7,0,,,73,1,11,1.0,0,0,0,0,0,0,35,0,Functional Damage,14,Not Towed,0,1,9,9
120493,17,T-Intersection,1,1,9,7,0,,,75,6,0,0.5,1,0,0,0,0,0,35,0,Functional Damage,14,Not Towed,0,1,9,9
480136,453,T-Intersection,3,1,18,7,0,,,68,1,11,1.0,0,0,0,0,0,0,998,0,No Damage,31,Not Towed,0,1,8,8
480136,453,T-Intersection,3,1,18,7,0,,,41,5,0,0.5,1,0,0,0,0,0,998,0,No Damage,31,Not Towed,0,1,8,8
180233,163,Four-Way Intersection,1,1,17,7,0,,,25,1,11,1.0,0,0,0,0,0,0,998,0,Functional Damage,6,Towed Not Due to Disabling Damage,0,1,8,8
180233,163,Four-Way Intersection,1,1,17,7,0,,,11,5,0,0.5,1,0,0,0,0,0,998,0,Functional Damage,6,Towed Not Due to Disabling Damage,0,1,8,8
180101,97,Four-Way Intersection,2,1,5,7,0,,,51,1,11,1.0,0,0,0,0,0,0,998,0,Minor Damage,30,Not Towed,0,2,8,8
180101,97,Four-Way Intersection,2,1,5,7,0,,,32,5,0,0.5,1,0,0,0,0,0,998,0,Minor Damage,30,Not Towed,0,2,8,8
180280,95,Four-Way Intersection,1,1,15,7,0,,,53,1,11,1.0,0,0,0,0,0,0,998,0,Minor Damage,62,Not Towed,0,1,9,9
180280,95,Four-Way Intersection,1,1,15,7,0,,,47,6,0,0.5,1,0,0,0,0,0,998,0,Minor Damage,62,Not Towed,0,1,9,9
180777,163,Four-Way Intersection,3,1,17,7,0,,,47,1,11,0.5,0,0,0,0,0,0,998,0,Minor Damage,1,Not Towed,0,1,9,9
180777,163,Four-Way Intersection,3,1,17,7,0,,,63,6,0,0.5,1,0,0,0,0,0,998,0,Minor Damage,1,Not Towed,0,1,9,9
300188,85,"Five-Point, or More",3,1,19,7,0,,,64,1,11,1.0,0,0,0,0,0,0,10,0,No Damage,31,Not Towed,0,1,8,8
300188,85,"Five-Point, or More",3,1,19,7,0,,,48,2,13,1.0,0,0,0,0,0,0,10,0,No Damage,31,Not Towed,0,1,8,8
300188,85,"Five-Point, or More",3,1,19,7,0,,,72,5,0,0.5,1,0,0,0,0,0,10,0,No Damage,31,Not Towed,0,1,8,8
360964,59,Four-Way Intersection,1,1,11,7,0,,,19,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,2,Not Towed,0,1,8,8
360964,59,Four-Way Intersection,1,1,11,7,0,,,69,5,0,0.5,1,0,0,0,1,0,999,0,Not Reported,2,Not Towed,0,1,8,8
360808,47,Four-Way Intersection,4,1,6,7,0,,,58,1,11,0.5,0,0,0,0,0,0,999,0,Not Reported,52,Towed Not Due to Disabling Damage,0,1,8,8
360808,47,Four-Way Intersection,4,1,6,7,0,,,70,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,52,Towed Not Due to Disabling Damage,0,1,8,8
360625,103,Four-Way Intersection,1,1,7,7,0,1,1,36,1,11,0.5,0,0,0,0,0,0,999,0,Not Reported,14,Towed Due to Disabling Damage,0,1,9,9
360625,103,Four-Way Intersection,1,1,7,7,0,1,1,22,6,0,0.5,1,0,0,0,0,0,999,0,Not Reported,14,Towed Due to Disabling Damage,0,1,9,9
360416,59,Four-Way Intersection,1,1,14,7,0,1,,46,6,0,0.5,1,0,0,0,0,0,999,0,Not Reported,14,Towed Due to Disabling Damage,0,1,9,9
360416,59,Four-Way Intersection,1,1,14,7,0,1,,18,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,14,Towed Due to Disabling Damage,0,1,9,9
360416,59,Four-Way Intersection,1,1,14,7,0,1,,16,2,13,1.0,0,0,0,0,0,0,999,0,Not Reported,14,Towed Due to Disabling Damage,0,1,9,9
220184,55,Four-Way Intersection,2,1,4,7,0,1,,48,1,11,1.0,0,0,0,0,0,0,999,0,Minor Damage,31,Not Towed,0,1,9,9
220184,55,Four-Way Intersection,2,1,4,7,0,1,,59,6,0,0.5,1,0,0,0,0,0,999,0,Minor Damage,31,Not Towed,0,1,9,9
340068,17,Four-Way Intersection,2,1,20,7,0,,,25,1,11,1.0,0,0,0,0,0,0,998,0,Not Reported,14,Towed Due to Disabling Damage,0,1,8,8
340068,17,Four-Way Intersection,2,1,20,7,0,,,70,5,0,0.5,1,0,0,0,0,0,998,0,Not Reported,14,Towed Due to Disabling Damage,0,1,8,8
190238,163,Four-Way Intersection,3,1,5,7,0,,,25,1,11,1.0,0,0,0,0,0,0,998,0,Minor Damage,14,Not Towed,0,2,8,8
190238,163,Four-Way Intersection,3,1,5,7,0,,,71,5,0,0.5,1,0,0,0,0,0,998,0,Minor Damage,14,Not Towed,0,2,8,8
481381,251,T-Intersection,1,1,12,7,0,1,,64,1,11,1.0,0,0,0,0,0,0,998,0,Minor Damage,31,Not Towed,0,1,9,9
481381,251,T-Intersection,1,1,12,7,0,1,,62,2,98,1.0,0,0,0,0,0,0,998,0,Minor Damage,31,Not Towed,0,1,9,9
481381,251,T-Intersection,1,1,12,7,0,1,,4,2,98,1.0,0,0,0,0,0,0,998,0,Minor Damage,31,Not Towed,0,1,9,9
481381,251,T-Intersection,1,1,12,7,0,1,,62,6,0,0.5,1,0,0,0,0,0,998,0,Minor Damage,31,Not Towed,0,1,9,9
481538,439,Four-Way Intersection,1,1,19,7,16,1,,62,1,11,1.0,0,0,0,0,0,0,998,0,Minor Damage,4,Not Towed,0,1,9,9
481538,439,Four-Way Intersection,1,1,19,7,16,1,,16,2,13,1.0,0,0,0,0,0,0,998,0,Minor Damage,4,Not Towed,0,1,9,9
481538,439,Four-Way Intersection,1,1,19,7,16,1,,29,6,0,0.5,1,0,0,0,0,0,998,0,Minor Damage,4,Not Towed,0,1,9,9
483049,29,Four-Way Intersection,1,1,10,7,0,,,999,1,11,0.5,0,0,0,0,0,0,998,0,Not Reported,99,Not Towed,0,1,9,9
483049,29,Four-Way Intersection,1,1,10,7,0,,,55,6,0,0.5,1,0,0,0,0,0,998,0,Not Reported,99,Not Towed,0,1,9,9
480047,167,Four-Way Intersection,5,1,18,7,0,,,76,1,11,1.0,0,0,0,0,0,0,998,0,Minor Damage,67,Towed Not Due to Disabling Damage,0,2,9,9
480047,167,Four-Way Intersection,5,1,18,7,0,,,49,6,0,0.5,1,0,0,0,0,0,998,0,Minor Damage,67,Towed Not Due to Disabling Damage,0,2,9,9
480717,439,T-Intersection,5,1,18,7,0,,,23,1,11,1.0,0,0,0,0,0,0,998,0,Disabling Damage,2,Towed Due to Disabling Damage,0,1,9,9
480717,439,T-Intersection,5,1,18,7,0,,,16,6,0,0.5,1,0,0,0,0,0,998,0,Disabling Damage,2,Towed Due to Disabling Damage,0,1,9,9
40152,21,Four-Way Intersection,1,1,10,7,0,2,1,51,6,0,0.5,1,0,0,0,0,0,20,0,Minor Damage,14,Towed Not Due to Disabling Damage,0,1,9,9
40152,21,Four-Way Intersection,1,1,10,7,0,2,1,84,1,11,1.0,0,0,0,0,0,0,20,0,Minor Damage,14,Towed Not Due to Disabling Damage,0,1,9,9
40152,21,Four-Way Intersection,1,1,10,7,0,2,1,83,2,13,1.0,0,0,0,0,0,0,20,0,Minor Damage,14,Towed Not Due to Disabling Damage,0,1,9,9
121647,127,T-Intersection,2,1,21,7,0,,,30,1,11,1.0,0,0,1,0,0,0,35,0,No Damage,31,Not Towed,0,1,8,8
121647,127,T-Intersection,2,1,21,7,0,,,27,2,13,1.0,0,0,0,0,0,0,35,0,No Damage,31,Not Towed,0,1,8,8
121647,127,T-Intersection,2,1,21,7,0,,,60,5,0,0.5,1,0,0,0,0,0,35,0,No Damage,31,Not Towed,0,1,8,8
121326,99,Four-Way Intersection,1,1,17,7,0,,,64,1,11,1.0,0,0,0,0,0,0,5,0,Minor Damage,4,Not Towed,0,1,8,8
121326,99,Four-Way Intersection,1,1,17,7,0,,,89,5,0,0.5,1,0,0,0,0,0,5,0,Minor Damage,4,Not Towed,0,1,8,8
120603,11,T-Intersection,3,1,22,7,0,,,26,1,11,1.0,0,0,0,0,0,0,998,0,Functional Damage,4,Towed Not Due to Disabling Damage,0,1,8,8
120603,11,T-Intersection,3,1,22,7,0,,,49,5,0,0.5,1,0,0,0,0,0,998,0,Functional Damage,4,Towed Not Due to Disabling Damage,0,1,8,8
120134,86,Four-Way Intersection,1,1,9,7,0,,,48,1,11,0.0,0,0,0,0,0,0,5,0,Functional Damage,51,Towed Not Due to Disabling Damage,0,1,8,8
120134,86,Four-Way Intersection,1,1,9,7,0,,,59,5,0,0.5,1,0,0,0,0,0,5,0,Functional Damage,51,Towed Not Due to Disabling Damage,0,1,8,8
120460,81,Four-Way Intersection,6,1,20,7,0,,,35,1,11,1.0,0,0,0,0,0,0,40,0,Functional Damage,1,Towed Not Due to Disabling Damage,0,1,8,8
120460,81,Four-Way Intersection,6,1,20,7,0,,,19,5,0,0.5,1,0,0,0,0,0,40,0,Functional Damage,1,Towed Not Due to Disabling Damage,0,1,8,8
120730,86,Four-Way Intersection,6,1,6,7,0,,,59,1,11,0.5,0,0,0,0,0,0,30,0,Minor Damage,5,Not Towed,0,1,8,8
120730,86,Four-Way Intersection,6,1,6,7,0,,,69,5,0,0.5,1,0,0,0,0,0,30,0,Minor Damage,5,Not Towed,0,1,8,8
121295,11,Four-Way Intersection,3,1,23,7,0,,,51,1,11,1.0,0,0,0,0,0,0,35,0,Functional Damage,4,Not Towed,0,1,8,8
121295,11,Four-Way Intersection,3,1,23,7,0,,,51,2,13,1.0,0,0,0,0,0,0,35,0,Functional Damage,4,Not Towed,0,1,8,8
121295,11,Four-Way Intersection,3,1,23,7,0,,,47,5,0,0.5,1,0,0,1,0,0,35,0,Functional Damage,4,Not Towed,0,1,8,8
120008,115,T-Intersection,2,1,23,7,0,,,20,1,11,1.0,0,0,0,0,0,0,35,0,Functional Damage,2,Not Towed,0,1,8,8
120008,115,T-Intersection,2,1,23,7,0,,,59,5,0,0.5,1,0,0,0,0,0,35,0,Functional Damage,2,Not Towed,0,1,8,8
121154,11,Four-Way Intersection,1,1,7,7,0,,,54,1,11,1.0,0,0,0,0,0,0,5,0,Minor Damage,21,Towed Not Due to Disabling Damage,0,1,9,9
121154,11,Four-Way Intersection,1,1,7,7,0,,,88,6,0,0.5,1,0,0,0,0,0,5,0,Minor Damage,21,Towed Not Due to Disabling Damage,0,1,9,9
121373,81,T-Intersection,1,1,19,7,0,,,22,1,11,1.0,0,0,0,0,0,0,30,0,Functional Damage,4,Towed Not Due to Disabling Damage,0,1,9,9
121373,81,T-Intersection,1,1,19,7,0,,,13,2,13,1.0,0,0,0,0,0,0,30,0,Functional Damage,4,Towed Not Due to Disabling Damage,0,1,9,9
121373,81,T-Intersection,1,1,19,7,0,,,3,2,13,0.5,0,0,0,0,0,0,30,0,Functional Damage,4,Towed Not Due to Disabling Damage,0,1,9,9
121373,81,T-Intersection,1,1,19,7,0,,,9,6,0,0.5,1,0,0,0,0,0,30,0,Functional Damage,4,Towed Not Due to Disabling Damage,0,1,9,9
120135,86,Four-Way Intersection,1,1,9,7,0,,,46,1,11,1.0,0,0,0,0,0,0,15,0,Minor Damage,63,Not Towed,0,1,15,15
120135,86,Four-Way Intersection,1,1,9,7,0,,,56,8,0,0.5,1,0,0,0,0,0,15,0,Minor Damage,63,Not Towed,0,1,15,15
130720,67,Four-Way Intersection,1,1,13,7,0,,,83,1,11,1.0,0,0,0,0,0,0,998,0,Minor Damage,31,Towed Not Due to Disabling Damage,0,1,8,8
130720,67,Four-Way Intersection,1,1,13,7,0,,,45,5,0,0.5,1,0,0,0,0,0,998,0,Minor Damage,31,Towed Not Due to Disabling Damage,0,1,8,8
130821,245,T-Intersection,1,1,8,7,0,,,55,1,11,1.0,0,0,0,0,0,0,998,0,No Damage,15,Not Towed,0,1,8,8
130821,245,T-Intersection,1,1,8,7,0,,,76,5,0,0.5,1,0,0,0,0,0,998,0,No Damage,15,Not Towed,0,1,8,8
560042,13,T-Intersection,1,1,15,7,0,,,77,1,11,1.0,0,0,0,0,0,0,25,0,Minor Damage,30,Not Towed,0,1,8,8
560042,13,T-Intersection,1,1,15,7,0,,,7,5,0,0.5,1,0,0,0,0,0,25,0,Minor Damage,30,Not Towed,0,1,8,8
50313,75,Four-Way Intersection,1,1,13,7,0,,,31,1,11,1.0,0,0,0,0,0,0,998,0,Functional Damage,40,Not Towed,0,1,9,9
50313,75,Four-Way Intersection,1,1,13,7,0,,,37,6,0,0.5,1,0,0,0,0,0,998,0,Functional Damage,40,Not Towed,0,1,9,9
170162,31,Four-Way Intersection,1,1,14,7,0,,,21,1,11,0.5,0,0,0,0,1,0,28,0,Not Reported,4,Not Towed,0,1,8,8
170162,31,Four-Way Intersection,1,1,14,7,0,,,70,5,0,0.5,1,0,0,0,0,0,28,0,Not Reported,4,Not Towed,0,1,8,8
170121,31,Four-Way Intersection,4,1,6,7,0,,,16,1,11,1.0,0,0,0,0,0,0,63,1,Minor Damage,3,Towed Not Due to Disabling Damage,0,1,8,8
170121,31,Four-Way Intersection,4,1,6,7,0,,,57,5,0,0.5,1,0,0,0,0,91,63,1,Minor Damage,3,Towed Not Due to Disabling Damage,0,1,8,8
260912,163,Four-Way Intersection,3,1,3,7,0,,,999,1,11,0.5,0,0,0,0,0,0,999,0,Unknown,99,Not Towed,0,1,8,8
260912,163,Four-Way Intersection,3,1,3,7,0,,,59,5,0,0.5,1,0,0,0,0,0,999,0,Unknown,99,Not Towed,0,1,8,8
360441,47,Four-Way Intersection,5,1,19,7,0,,,31,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,20,Not Towed,0,1,8,8
360441,47,Four-Way Intersection,5,1,19,7,0,,,33,2,13,1.0,0,0,0,0,0,0,999,0,Not Reported,20,Not Towed,0,1,8,8
360441,47,Four-Way Intersection,5,1,19,7,0,,,96,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,20,Not Towed,0,1,8,8
361016,119,T-Intersection,1,1,12,7,0,,,26,1,11,0.5,0,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
361016,119,T-Intersection,1,1,12,7,0,,,23,2,13,0.5,0,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
361016,119,T-Intersection,1,1,12,7,0,,,1,2,21,0.5,0,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
361016,119,T-Intersection,1,1,12,7,0,,,2,2,23,0.5,0,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
361016,119,T-Intersection,1,1,12,7,0,,,84,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
360103,47,Four-Way Intersection,1,1,14,7,0,,,59,1,11,0.5,0,0,0,0,0,0,999,0,Not Reported,58,Not Towed,0,1,8,8
360103,47,Four-Way Intersection,1,1,14,7,0,,,64,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,58,Not Towed,0,1,8,8
360508,81,Four-Way Intersection,3,1,0,7,0,,,18,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,8,8
360508,81,Four-Way Intersection,3,1,0,7,0,,,61,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,8,8
360642,47,Four-Way Intersection,1,1,13,7,0,,,27,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,60,Not Towed,0,1,8,8
360642,47,Four-Way Intersection,1,1,13,7,0,,,91,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,60,Not Towed,0,1,8,8
360040,81,T-Intersection,3,1,17,7,0,,,57,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
360040,81,T-Intersection,3,1,17,7,0,,,69,2,13,1.0,0,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
360040,81,T-Intersection,3,1,17,7,0,,,9,2,23,1.0,0,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
360040,81,T-Intersection,3,1,17,7,0,,,69,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
360720,81,Four-Way Intersection,3,1,21,7,0,,,25,1,11,0.67,0,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
360720,81,Four-Way Intersection,3,1,21,7,0,,,25,2,13,0.67,0,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
360720,81,Four-Way Intersection,3,1,21,7,0,,,62,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,14,Not Towed,0,1,8,8
360170,81,Four-Way Intersection,1,1,7,7,0,,,36,1,11,1.0,0,0,0,0,0,0,999,0,No Damage,21,Not Towed,0,1,8,8
360170,81,Four-Way Intersection,1,1,7,7,0,,,32,2,13,1.0,0,0,0,0,0,0,999,0,No Damage,21,Not Towed,0,1,8,8
360170,81,Four-Way Intersection,1,1,7,7,0,,,80,5,0,0.5,1,0,0,0,0,0,999,0,No Damage,21,Not Towed,0,1,8,8
360862,81,T-Intersection,3,1,4,7,0,,,23,1,11,0.5,0,0,0,0,0,0,999,0,No Damage,4,Towed Not Due to Disabling Damage,0,1,8,8
360862,81,T-Intersection,3,1,4,7,0,,,49,2,13,0.5,0,0,0,0,0,0,999,0,No Damage,4,Towed Not Due to Disabling Damage,0,1,8,8
360862,81,T-Intersection,3,1,4,7,0,,,23,5,0,0.5,1,0,0,0,0,0,999,0,No Damage,4,Towed Not Due to Disabling Damage,0,1,8,8
360941,85,Four-Way Intersection,1,1,9,7,0,,,75,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,8,8
360941,85,Four-Way Intersection,1,1,9,7,0,,,72,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,8,8
360865,47,T-Intersection,1,1,13,7,0,,,39,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,4,Towed Not Due to Disabling Damage,0,1,8,8
360865,47,T-Intersection,1,1,13,7,0,,,69,2,13,1.0,0,0,0,0,0,0,999,0,Not Reported,4,Towed Not Due to Disabling Damage,0,1,8,8
360865,47,T-Intersection,1,1,13,7,0,,,3,2,21,0.5,0,0,0,0,0,0,999,0,Not Reported,4,Towed Not Due to Disabling Damage,0,1,8,8
360865,47,T-Intersection,1,1,13,7,0,,,70,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,4,Towed Not Due to Disabling Damage,0,1,8,8
360110,61,Four-Way Intersection,1,1,10,7,0,,,70,1,11,0.5,0,0,0,0,0,0,999,0,Not Reported,4,Not Towed,0,1,8,8
360110,61,Four-Way Intersection,1,1,10,7,0,,,87,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,4,Not Towed,0,1,8,8
360831,59,T-Intersection,3,1,18,7,0,1,,26,1,11,1.0,0,0,0,0,0,0,30,0,Not Reported,14,Not Towed,0,1,8,8
360831,59,T-Intersection,3,1,18,7,0,1,,18,2,13,1.0,0,0,0,0,0,0,30,0,Not Reported,14,Not Towed,0,1,8,8
360831,59,T-Intersection,3,1,18,7,0,1,,71,5,0,0.5,1,0,0,0,0,0,30,0,Not Reported,14,Not Towed,0,1,8,8
360782,47,Four-Way Intersection,1,1,12,7,0,,,71,1,11,1.0,0,0,0,0,0,0,999,0,No Damage,4,Not Towed,0,1,8,8
360782,47,Four-Way Intersection,1,1,12,7,0,,,92,5,0,0.5,1,0,0,0,0,0,999,0,No Damage,4,Not Towed,0,1,8,8
360318,81,Four-Way Intersection,1,1,16,7,0,1,,35,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,8,8
360318,81,Four-Way Intersection,1,1,16,7,0,1,,30,2,13,1.0,0,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,8,8
360318,81,Four-Way Intersection,1,1,16,7,0,1,,4,2,23,0.5,0,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,8,8
360318,81,Four-Way Intersection,1,1,16,7,0,1,,63,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,8,8
360767,47,T-Intersection,3,1,19,7,0,,,67,1,11,0.5,0,0,0,0,0,0,999,0,Not Reported,4,Not Towed,0,1,8,8
360767,47,T-Intersection,3,1,19,7,0,,,82,5,0,0.5,1,0,0,0,0,0,999,0,Not Reported,4,Not Towed,0,1,8,8
360436,59,T-Intersection,3,1,20,7,0,1,,57,1,11,0.5,0,0,0,0,0,0,998,0,Not Reported,15,Towed Due to Disabling Damage,0,1,9,9
360436,59,T-Intersection,3,1,20,7,0,1,,15,6,0,0.5,1,0,0,0,0,0,998,0,Not Reported,15,Towed Due to Disabling Damage,0,1,9,9
360559,67,Four-Way Intersection,1,1,11,7,0,1,,30,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,20,Not Towed,0,1,9,9
360559,67,Four-Way Intersection,1,1,11,7,0,1,,60,6,0,0.5,1,0,0,0,0,0,999,0,Not Reported,20,Not Towed,0,1,9,9
360558,47,Four-Way Intersection,3,1,23,7,0,,,32,6,0,0.5,1,0,0,0,0,0,999,0,No Damage,52,Not Towed,0,1,9,9
360558,47,Four-Way Intersection,3,1,23,7,0,,,48,1,11,1.0,0,0,0,0,0,0,999,0,No Damage,52,Not Towed,0,1,9,9
360734,81,T-Intersection,1,1,8,7,0,,,57,1,11,1.0,0,0,0,0,1,0,999,0,Not Reported,66,Towed Not Due to Disabling Damage,0,1,9,9
360734,81,T-Intersection,1,1,8,7,0,,,34,6,0,0.5,1,0,0,0,0,0,999,0,Not Reported,66,Towed Not Due to Disabling Damage,0,1,9,9
360575,81,T-Intersection,5,1,19,7,0,,,37,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,61,Not Towed,0,1,9,9
360575,81,T-Intersection,5,1,19,7,0,,,41,2,12,0.67,0,0,0,0,0,0,999,0,Not Reported,61,Not Towed,0,1,9,9
360575,81,T-Intersection,5,1,19,7,0,,,17,2,13,1.0,0,0,0,0,0,0,999,0,Not Reported,61,Not Towed,0,1,9,9
360575,81,T-Intersection,5,1,19,7,0,,,61,6,0,0.5,1,0,0,0,0,0,999,0,Not Reported,61,Not Towed,0,1,9,9
360643,47,Four-Way Intersection,1,1,15,7,0,,,26,1,11,0.67,0,0,0,0,0,0,5,0,Not Reported,4,Not Towed,0,1,15,15
360643,47,Four-Way Intersection,1,1,15,7,0,,,52,8,0,0.5,1,0,0,0,0,0,5,0,Not Reported,4,Not Towed,0,1,15,15
360641,85,Four-Way Intersection,1,1,13,7,0,,,52,1,11,1.0,0,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,15,15
360641,85,Four-Way Intersection,1,1,13,7,0,,,77,8,0,0.5,1,0,0,0,0,0,999,0,Not Reported,15,Not Towed,0,1,15,15
400133,143,T-Intersection,3,1,21,7,0,1,,26,1,11,0.5,0,0,0,0,0,0,998,0,Functional Damage,31,Not Towed,0,1,8,8
400133,143,T-Intersection,3,1,21,7,0,1,,55,5,0,0.5,1,0,0,0,0,0,998,0,Functional Damage,31,Not Towed,0,1,8,8
220708,71,Four-Way Intersection,3,1,5,7,0,,,43,1,11,0.33,0,0,0,0,0,0,7,0,No Damage,14,Not Towed,0,1,8,8
220708,71,Four-Way Intersection,3,1,5,7,0,,,58,5,0,0.5,1,0,0,0,0,0,7,0,No Damage,14,Not Towed,0,1,8,8
